CheckingStatus,Duration,CreditHistory,Purpose,CreditAmount,SavingsStatus,Employment,InstallmentCommitment,PersonalStatus,OtherParties,ResidenceSince,PropertyMagnitude,Age,OtherPaymentPlans,Housing,ExistingCredits,Job,NumDependents,OwnTelephone,ForeignWorker,Class
NoCheckingAccount,24.0,OtherBankCredit,RadioOrTV,2578.0,>=1000,>=7,2.0,SingleMale,none,2.0,Car,34.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,48.0,ExistingCreditPaid,RadioOrTV,3979.0,NoSavings,4<=X<7,4.0,SingleMale,none,1.0,Car,41.0,None,Own,2.0,Skilled,2.0,1,1,yes
<0,48.0,ExistingCreditPaid,RadioOrTV,6758.0,<100,1<=X<4,3.0,DivorcedFemale,none,2.0,Car,31.0,None,Own,1.0,Skilled,1.0,1,1,no
<0,24.0,ExistingCreditPaid,FurnitureOrEquipment,3234.0,<100,<1,4.0,DivorcedFemale,none,4.0,RealEstate,23.0,None,Rent,1.0,UnskilledResident,1.0,1,1,no
NoCheckingAccount,30.0,OtherBankCredit,RadioOrTV,5954.0,<100,4<=X<7,3.0,SingleMale,co applicant,2.0,Car,38.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,UsedCar,5433.0,NoSavings,Unemployed,2.0,DivorcedFemale,none,4.0,LifeInsurance,26.0,None,Rent,1.0,HighlyQualified,1.0,1,1,yes
<0,15.0,ExistingCreditPaid,Business,806.0,<100,1<=X<4,4.0,DivorcedFemale,none,4.0,LifeInsurance,22.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,9.0,ExistingCreditPaid,RadioOrTV,1082.0,<100,>=7,4.0,SingleMale,none,4.0,Car,27.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,15.0,OtherBankCredit,FurnitureOrEquipment,2788.0,<100,4<=X<7,2.0,DivorcedFemale,co applicant,3.0,Car,24.0,Bank,Own,2.0,Skilled,1.0,0,1,yes
0<=X<200,12.0,ExistingCreditPaid,RadioOrTV,2930.0,<100,4<=X<7,2.0,DivorcedFemale,none,1.0,RealEstate,27.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,OtherBankCredit,Education,1927.0,NoSavings,1<=X<4,3.0,DivorcedFemale,none,2.0,Car,33.0,None,Own,2.0,Skilled,1.0,1,1,yes
0<=X<200,36.0,OtherBankCredit,NewCar,2820.0,<100,<1,4.0,DivorcedMale,none,4.0,Car,27.0,None,Own,2.0,Skilled,1.0,0,1,no
NoCheckingAccount,24.0,ExistingCreditPaid,Retraining,937.0,<100,<1,4.0,MarriedMale,none,3.0,Car,27.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
0<=X<200,18.0,OtherBankCredit,NewCar,1056.0,<100,>=7,3.0,SingleMale,guarantor,3.0,RealEstate,30.0,Bank,Own,2.0,Skilled,1.0,0,1,no
0<=X<200,12.0,OtherBankCredit,NewCar,3124.0,<100,<1,1.0,SingleMale,none,3.0,RealEstate,49.0,Bank,Own,2.0,UnskilledResident,2.0,0,1,yes
NoCheckingAccount,9.0,ExistingCreditPaid,FurnitureOrEquipment,1388.0,<100,1<=X<4,4.0,DivorcedFemale,none,2.0,RealEstate,26.0,None,Rent,1.0,Skilled,1.0,0,1,yes
0<=X<200,36.0,ExistingCreditPaid,Repairs,2384.0,<100,<1,4.0,SingleMale,none,1.0,NoKnownProperty,33.0,None,Rent,1.0,UnskilledResident,1.0,0,1,no
NoCheckingAccount,12.0,ExistingCreditPaid,NewCar,2133.0,NoSavings,>=7,4.0,DivorcedFemale,none,4.0,NoKnownProperty,52.0,None,ForFree,1.0,HighlyQualified,1.0,1,1,yes
<0,18.0,ExistingCreditPaid,FurnitureOrEquipment,2039.0,<100,1<=X<4,1.0,DivorcedFemale,none,4.0,RealEstate,20.0,Bank,Rent,1.0,Skilled,1.0,0,1,no
<0,9.0,OtherBankCredit,NewCar,2799.0,<100,1<=X<4,2.0,SingleMale,none,2.0,RealEstate,36.0,None,Rent,2.0,Skilled,2.0,0,1,yes
<0,12.0,ExistingCreditPaid,FurnitureOrEquipment,1289.0,<100,1<=X<4,4.0,SingleMale,guarantor,1.0,LifeInsurance,21.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
<0,18.0,ExistingCreditPaid,DomesticAppliance,1217.0,<100,1<=X<4,4.0,MarriedMale,none,3.0,RealEstate,47.0,None,Own,1.0,UnskilledResident,1.0,1,1,no
<0,12.0,OtherBankCredit,FurnitureOrEquipment,2246.0,<100,>=7,3.0,SingleMale,none,3.0,LifeInsurance,60.0,None,Own,2.0,Skilled,1.0,0,1,no
<0,12.0,OtherBankCredit,RadioOrTV,385.0,<100,4<=X<7,4.0,DivorcedFemale,none,3.0,RealEstate,58.0,None,Own,4.0,UnskilledResident,1.0,1,1,yes
0<=X<200,24.0,PreviouslyDelayedPayment,NewCar,1965.0,NoSavings,1<=X<4,4.0,DivorcedFemale,none,4.0,Car,42.0,None,Rent,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,21.0,ExistingCreditPaid,Business,1572.0,>=1000,>=7,4.0,DivorcedFemale,none,4.0,RealEstate,36.0,Bank,Own,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,24.0,ExistingCreditPaid,NewCar,2718.0,<100,1<=X<4,3.0,DivorcedFemale,none,4.0,LifeInsurance,20.0,None,Rent,1.0,UnskilledResident,1.0,1,1,no
<0,24.0,AllCreditsPaid,Other,1358.0,NoSavings,>=7,4.0,SingleMale,none,3.0,Car,40.0,Stores,Own,1.0,HighlyQualified,1.0,1,1,no
0<=X<200,6.0,AllCreditsPaid,NewCar,931.0,100<=X<500,<1,1.0,DivorcedFemale,none,1.0,LifeInsurance,32.0,Stores,Own,1.0,UnskilledResident,1.0,0,1,no
<0,24.0,ExistingCreditPaid,NewCar,1442.0,<100,4<=X<7,4.0,DivorcedFemale,none,4.0,Car,23.0,None,Rent,2.0,Skilled,1.0,0,1,no
0<=X<200,24.0,NoCredits,Business,4241.0,<100,1<=X<4,1.0,SingleMale,none,4.0,RealEstate,36.0,None,Own,3.0,UnskilledResident,1.0,1,1,no
NoCheckingAccount,18.0,OtherBankCredit,NewCar,2775.0,<100,4<=X<7,2.0,SingleMale,none,2.0,LifeInsurance,31.0,Bank,Own,2.0,Skilled,1.0,0,1,no
NoCheckingAccount,24.0,PreviouslyDelayedPayment,Business,3863.0,<100,1<=X<4,1.0,SingleMale,none,2.0,NoKnownProperty,32.0,None,ForFree,1.0,Skilled,1.0,0,1,yes
0<=X<200,7.0,ExistingCreditPaid,RadioOrTV,2329.0,<100,<1,1.0,DivorcedFemale,guarantor,1.0,RealEstate,45.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,9.0,ExistingCreditPaid,FurnitureOrEquipment,918.0,<100,1<=X<4,4.0,DivorcedFemale,none,1.0,LifeInsurance,30.0,None,Own,1.0,Skilled,1.0,0,1,no
0<=X<200,24.0,AllCreditsPaid,Education,1837.0,<100,4<=X<7,4.0,DivorcedFemale,none,4.0,NoKnownProperty,34.0,Bank,ForFree,1.0,UnskilledResident,1.0,0,1,no
NoCheckingAccount,36.0,ExistingCreditPaid,FurnitureOrEquipment,3349.0,<100,1<=X<4,4.0,DivorcedFemale,none,2.0,Car,28.0,None,Own,1.0,HighlyQualified,1.0,1,1,no
>=200,10.0,ExistingCreditPaid,FurnitureOrEquipment,1275.0,<100,<1,4.0,DivorcedFemale,none,2.0,LifeInsurance,23.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,24.0,AllCreditsPaid,FurnitureOrEquipment,2828.0,500<=X<1000,1<=X<4,4.0,SingleMale,none,4.0,RealEstate,22.0,Stores,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,24.0,OtherBankCredit,Business,4526.0,<100,1<=X<4,3.0,SingleMale,none,2.0,RealEstate,74.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
0<=X<200,36.0,ExistingCreditPaid,RadioOrTV,2671.0,100<=X<500,1<=X<4,4.0,DivorcedFemale,co applicant,4.0,NoKnownProperty,50.0,None,ForFree,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,18.0,ExistingCreditPaid,RadioOrTV,2051.0,<100,<1,4.0,SingleMale,none,1.0,RealEstate,33.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,15.0,ExistingCreditPaid,UsedCar,1300.0,NoSavings,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,45.0,Bank,ForFree,1.0,Skilled,2.0,0,1,yes
<0,12.0,ExistingCreditPaid,DomesticAppliance,741.0,100<=X<500,Unemployed,4.0,DivorcedFemale,none,3.0,LifeInsurance,22.0,None,Own,1.0,Skilled,1.0,0,1,no
>=200,10.0,ExistingCreditPaid,NewCar,1240.0,100<=X<500,>=7,1.0,DivorcedFemale,none,4.0,NoKnownProperty,48.0,None,ForFree,1.0,UnskilledResident,2.0,0,1,no
<0,21.0,ExistingCreditPaid,RadioOrTV,3357.0,>=1000,<1,4.0,DivorcedFemale,none,2.0,Car,29.0,Bank,Own,1.0,Skilled,1.0,0,1,yes
<0,24.0,AllCreditsPaid,UsedCar,3632.0,<100,1<=X<4,1.0,DivorcedFemale,guarantor,4.0,Car,22.0,Bank,Rent,1.0,Skilled,1.0,0,0,yes
NoCheckingAccount,18.0,PreviouslyDelayedPayment,FurnitureOrEquipment,1808.0,<100,4<=X<7,4.0,DivorcedFemale,none,1.0,RealEstate,22.0,None,Own,1.0,Skilled,1.0,0,1,no
0<=X<200,48.0,NoCredits,Business,12204.0,NoSavings,1<=X<4,2.0,SingleMale,none,2.0,Car,48.0,Bank,Own,1.0,HighlyQualified,1.0,1,1,yes
0<=X<200,60.0,PreviouslyDelayedPayment,RadioOrTV,9157.0,NoSavings,1<=X<4,2.0,SingleMale,none,2.0,NoKnownProperty,27.0,None,ForFree,1.0,HighlyQualified,1.0,0,1,yes
<0,6.0,OtherBankCredit,NewCar,3676.0,<100,1<=X<4,1.0,SingleMale,none,3.0,RealEstate,37.0,None,Rent,3.0,Skilled,2.0,0,1,yes
0<=X<200,30.0,ExistingCreditPaid,FurnitureOrEquipment,3441.0,100<=X<500,1<=X<4,2.0,DivorcedFemale,co applicant,4.0,Car,21.0,None,Rent,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,12.0,ExistingCreditPaid,NewCar,640.0,<100,1<=X<4,4.0,DivorcedMale,none,2.0,RealEstate,49.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,21.0,OtherBankCredit,Business,3652.0,<100,4<=X<7,2.0,SingleMale,none,3.0,LifeInsurance,27.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,18.0,OtherBankCredit,NewCar,1530.0,<100,1<=X<4,3.0,SingleMale,none,2.0,LifeInsurance,32.0,Bank,Own,2.0,Skilled,1.0,0,1,no
NoCheckingAccount,48.0,ExistingCreditPaid,Business,3914.0,NoSavings,1<=X<4,4.0,DivorcedMale,none,2.0,RealEstate,38.0,Bank,Own,1.0,Skilled,1.0,0,1,no
<0,12.0,ExistingCreditPaid,FurnitureOrEquipment,1858.0,<100,<1,4.0,DivorcedFemale,none,1.0,Car,22.0,None,Rent,1.0,Skilled,1.0,0,1,yes
<0,18.0,ExistingCreditPaid,RadioOrTV,2600.0,<100,1<=X<4,4.0,SingleMale,none,4.0,NoKnownProperty,65.0,None,ForFree,2.0,Skilled,1.0,0,1,no
NoCheckingAccount,15.0,ExistingCreditPaid,RadioOrTV,1979.0,NoSavings,>=7,4.0,SingleMale,none,2.0,Car,35.0,None,Own,1.0,Skilled,1.0,0,1,yes
>=200,6.0,ExistingCreditPaid,FurnitureOrEquipment,2116.0,<100,1<=X<4,2.0,SingleMale,none,2.0,RealEstate,41.0,None,Own,1.0,Skilled,1.0,1,1,yes
0<=X<200,9.0,AllCreditsPaid,NewCar,1437.0,100<=X<500,4<=X<7,2.0,SingleMale,none,3.0,NoKnownProperty,29.0,None,Own,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,42.0,OtherBankCredit,FurnitureOrEquipment,4042.0,500<=X<1000,1<=X<4,4.0,SingleMale,none,4.0,RealEstate,36.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,9.0,ExistingCreditPaid,Education,3832.0,NoSavings,>=7,1.0,SingleMale,none,4.0,RealEstate,64.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
<0,24.0,ExistingCreditPaid,RadioOrTV,3660.0,<100,1<=X<4,2.0,DivorcedFemale,none,4.0,Car,28.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,18.0,AllCreditsPaid,FurnitureOrEquipment,1553.0,<100,1<=X<4,4.0,SingleMale,none,3.0,Car,44.0,Bank,Own,1.0,Skilled,1.0,0,1,no
0<=X<200,15.0,ExistingCreditPaid,RadioOrTV,1444.0,NoSavings,<1,4.0,SingleMale,none,1.0,LifeInsurance,23.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,9.0,ExistingCreditPaid,FurnitureOrEquipment,1980.0,<100,<1,2.0,DivorcedFemale,co applicant,2.0,Car,19.0,None,Rent,2.0,Skilled,1.0,0,1,no
0<=X<200,24.0,ExistingCreditPaid,NewCar,1355.0,<100,<1,3.0,DivorcedFemale,none,4.0,Car,25.0,None,Own,1.0,UnskilledResident,1.0,1,1,no
NoCheckingAccount,12.0,ExistingCreditPaid,Education,1393.0,<100,>=7,4.0,SingleMale,none,4.0,LifeInsurance,47.0,Bank,Own,3.0,Skilled,2.0,1,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,RadioOrTV,1376.0,500<=X<1000,4<=X<7,4.0,DivorcedFemale,none,1.0,Car,28.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,60.0,PreviouslyDelayedPayment,RadioOrTV,15653.0,<100,4<=X<7,2.0,SingleMale,none,4.0,Car,21.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,12.0,ExistingCreditPaid,RadioOrTV,1493.0,<100,<1,4.0,DivorcedFemale,none,3.0,Car,34.0,None,Own,1.0,Skilled,2.0,0,1,yes
<0,42.0,PreviouslyDelayedPayment,RadioOrTV,4370.0,<100,4<=X<7,3.0,SingleMale,none,2.0,LifeInsurance,26.0,Bank,Own,2.0,Skilled,2.0,1,1,no
<0,18.0,ExistingCreditPaid,Education,750.0,<100,Unemployed,4.0,DivorcedFemale,none,1.0,RealEstate,27.0,None,Own,1.0,UnskilledNonResident,1.0,0,1,no
0<=X<200,15.0,ExistingCreditPaid,Repairs,1308.0,<100,>=7,4.0,SingleMale,none,4.0,Car,38.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,15.0,ExistingCreditPaid,Education,4623.0,100<=X<500,1<=X<4,3.0,SingleMale,none,2.0,LifeInsurance,40.0,None,Own,1.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,24.0,OtherBankCredit,RadioOrTV,1851.0,<100,4<=X<7,4.0,MarriedMale,guarantor,2.0,Car,33.0,None,Own,2.0,Skilled,1.0,1,1,yes
<0,18.0,OtherBankCredit,RadioOrTV,1880.0,<100,4<=X<7,4.0,MarriedMale,none,1.0,LifeInsurance,32.0,None,Own,2.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,36.0,PreviouslyDelayedPayment,Business,7980.0,NoSavings,<1,4.0,SingleMale,none,4.0,Car,27.0,None,Rent,2.0,Skilled,1.0,1,1,no
<0,30.0,NoCredits,FurnitureOrEquipment,4583.0,<100,1<=X<4,2.0,DivorcedMale,guarantor,2.0,RealEstate,32.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,12.0,ExistingCreditPaid,NewCar,1386.0,500<=X<1000,1<=X<4,2.0,DivorcedFemale,none,2.0,LifeInsurance,26.0,None,Own,1.0,Skilled,1.0,0,1,no
>=200,24.0,ExistingCreditPaid,NewCar,947.0,<100,4<=X<7,4.0,SingleMale,none,3.0,NoKnownProperty,38.0,Bank,ForFree,1.0,Skilled,2.0,0,1,no
<0,12.0,ExistingCreditPaid,Education,684.0,<100,1<=X<4,4.0,SingleMale,none,4.0,Car,40.0,None,Rent,1.0,UnskilledResident,2.0,0,1,no
<0,48.0,ExistingCreditPaid,Education,7476.0,<100,4<=X<7,4.0,SingleMale,none,1.0,NoKnownProperty,50.0,None,ForFree,1.0,HighlyQualified,1.0,1,1,yes
0<=X<200,12.0,ExistingCreditPaid,FurnitureOrEquipment,1922.0,<100,1<=X<4,4.0,SingleMale,none,2.0,LifeInsurance,37.0,None,Own,1.0,UnskilledResident,1.0,0,1,no
<0,24.0,ExistingCreditPaid,NewCar,2303.0,<100,>=7,4.0,SingleMale,co applicant,1.0,RealEstate,45.0,None,Own,1.0,Skilled,1.0,0,1,no
0<=X<200,36.0,PreviouslyDelayedPayment,NewCar,8086.0,100<=X<500,>=7,2.0,SingleMale,none,4.0,Car,42.0,None,Own,4.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,24.0,OtherBankCredit,UsedCar,2346.0,<100,4<=X<7,4.0,SingleMale,none,3.0,Car,35.0,None,Own,2.0,Skilled,1.0,1,1,yes
<0,14.0,ExistingCreditPaid,NewCar,3973.0,<100,Unemployed,1.0,SingleMale,none,4.0,NoKnownProperty,22.0,None,ForFree,1.0,Skilled,1.0,0,1,yes
0<=X<200,12.0,ExistingCreditPaid,NewCar,888.0,<100,>=7,4.0,SingleMale,none,4.0,Car,41.0,Bank,Own,1.0,UnskilledResident,2.0,0,1,no
NoCheckingAccount,48.0,ExistingCreditPaid,RadioOrTV,10222.0,NoSavings,4<=X<7,4.0,SingleMale,none,3.0,Car,37.0,Stores,Own,1.0,Skilled,1.0,1,1,yes
0<=X<200,30.0,NoCredits,Business,4221.0,<100,1<=X<4,2.0,DivorcedFemale,none,1.0,Car,28.0,None,Own,2.0,Skilled,1.0,0,1,yes
0<=X<200,18.0,OtherBankCredit,FurnitureOrEquipment,6361.0,<100,>=7,2.0,SingleMale,none,1.0,NoKnownProperty,41.0,None,Own,1.0,Skilled,1.0,1,1,yes
>=200,12.0,ExistingCreditPaid,RadioOrTV,1297.0,<100,1<=X<4,3.0,MarriedMale,none,4.0,RealEstate,23.0,None,Rent,1.0,Skilled,1.0,0,1,yes
<0,12.0,ExistingCreditPaid,NewCar,900.0,NoSavings,1<=X<4,4.0,MarriedMale,none,2.0,Car,23.0,None,Own,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,21.0,ExistingCreditPaid,FurnitureOrEquipment,2241.0,<100,>=7,4.0,SingleMale,none,2.0,RealEstate,50.0,None,Own,2.0,Skilled,1.0,0,1,yes
0<=X<200,6.0,PreviouslyDelayedPayment,FurnitureOrEquipment,1050.0,<100,Unemployed,4.0,SingleMale,none,1.0,LifeInsurance,35.0,Stores,Own,2.0,HighlyQualified,1.0,1,1,yes
>=200,6.0,OtherBankCredit,Education,1047.0,<100,1<=X<4,2.0,DivorcedFemale,none,4.0,LifeInsurance,50.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,24.0,OtherBankCredit,Other,6314.0,<100,Unemployed,4.0,SingleMale,co applicant,2.0,NoKnownProperty,27.0,Bank,Own,2.0,HighlyQualified,1.0,1,1,yes
0<=X<200,30.0,AllCreditsPaid,FurnitureOrEquipment,3496.0,>=1000,1<=X<4,4.0,SingleMale,none,2.0,Car,34.0,Stores,Own,1.0,Skilled,2.0,1,1,yes
NoCheckingAccount,48.0,AllCreditsPaid,Business,3609.0,<100,1<=X<4,1.0,DivorcedFemale,none,1.0,RealEstate,27.0,Stores,Own,1.0,Skilled,1.0,0,1,yes
<0,12.0,OtherBankCredit,NewCar,4843.0,<100,>=7,3.0,SingleMale,co applicant,4.0,LifeInsurance,43.0,None,Rent,2.0,Skilled,1.0,1,1,no
>=200,30.0,OtherBankCredit,RadioOrTV,3017.0,<100,>=7,4.0,SingleMale,none,4.0,LifeInsurance,47.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,OtherBankCredit,Business,4139.0,100<=X<500,1<=X<4,3.0,SingleMale,none,3.0,LifeInsurance,27.0,None,Own,2.0,UnskilledResident,1.0,1,1,yes
NoCheckingAccount,36.0,ExistingCreditPaid,Business,5742.0,100<=X<500,4<=X<7,2.0,SingleMale,none,2.0,Car,31.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,60.0,ExistingCreditPaid,NewCar,10366.0,<100,>=7,2.0,SingleMale,none,4.0,LifeInsurance,42.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,6.0,OtherBankCredit,NewCar,2080.0,500<=X<1000,1<=X<4,1.0,MarriedMale,none,2.0,Car,24.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,21.0,PreviouslyDelayedPayment,Business,2580.0,500<=X<1000,<1,4.0,SingleMale,none,2.0,RealEstate,41.0,Bank,Own,1.0,UnskilledResident,2.0,0,1,no
NoCheckingAccount,30.0,OtherBankCredit,RadioOrTV,4530.0,<100,4<=X<7,4.0,DivorcedFemale,none,4.0,Car,26.0,None,Rent,1.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,24.0,OtherBankCredit,FurnitureOrEquipment,5150.0,<100,>=7,4.0,SingleMale,none,4.0,Car,33.0,None,Own,1.0,Skilled,1.0,1,1,yes
0<=X<200,72.0,ExistingCreditPaid,RadioOrTV,5595.0,100<=X<500,1<=X<4,2.0,MarriedMale,none,2.0,Car,24.0,None,Own,1.0,Skilled,1.0,0,1,no
<0,24.0,ExistingCreditPaid,RadioOrTV,2384.0,<100,>=7,4.0,SingleMale,none,4.0,RealEstate,64.0,Bank,Rent,1.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,18.0,ExistingCreditPaid,RadioOrTV,1453.0,<100,<1,3.0,DivorcedFemale,none,1.0,RealEstate,26.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,6.0,ExistingCreditPaid,Education,1538.0,<100,<1,1.0,DivorcedFemale,none,2.0,NoKnownProperty,56.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,12.0,ExistingCreditPaid,RadioOrTV,2279.0,NoSavings,1<=X<4,4.0,SingleMale,none,4.0,NoKnownProperty,37.0,None,ForFree,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,15.0,PreviouslyDelayedPayment,RadioOrTV,1478.0,<100,1<=X<4,4.0,MarriedMale,none,3.0,RealEstate,33.0,Bank,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,OtherBankCredit,RadioOrTV,5103.0,<100,<1,3.0,MarriedMale,none,3.0,NoKnownProperty,47.0,None,ForFree,3.0,Skilled,1.0,1,1,yes
0<=X<200,36.0,PreviouslyDelayedPayment,Business,9857.0,100<=X<500,4<=X<7,1.0,SingleMale,none,3.0,LifeInsurance,31.0,None,Own,2.0,UnskilledResident,2.0,1,1,yes
NoCheckingAccount,60.0,ExistingCreditPaid,NewCar,6527.0,NoSavings,1<=X<4,4.0,SingleMale,none,4.0,NoKnownProperty,34.0,None,ForFree,1.0,Skilled,2.0,1,1,yes
>=200,10.0,OtherBankCredit,RadioOrTV,1347.0,NoSavings,4<=X<7,4.0,SingleMale,none,2.0,LifeInsurance,27.0,None,Own,2.0,Skilled,1.0,1,1,yes
0<=X<200,36.0,PreviouslyDelayedPayment,NewCar,2862.0,100<=X<500,>=7,4.0,SingleMale,none,3.0,NoKnownProperty,30.0,None,ForFree,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,9.0,ExistingCreditPaid,RadioOrTV,2753.0,100<=X<500,>=7,3.0,SingleMale,co applicant,4.0,Car,35.0,None,Own,1.0,Skilled,1.0,1,1,yes
<0,12.0,ExistingCreditPaid,NewCar,3651.0,>=1000,1<=X<4,1.0,SingleMale,none,3.0,LifeInsurance,31.0,None,Own,1.0,Skilled,2.0,0,1,yes
<0,15.0,OtherBankCredit,FurnitureOrEquipment,975.0,<100,1<=X<4,2.0,DivorcedMale,none,3.0,LifeInsurance,25.0,None,Own,2.0,Skilled,1.0,0,1,yes
0<=X<200,15.0,ExistingCreditPaid,Repairs,2631.0,100<=X<500,1<=X<4,3.0,DivorcedFemale,none,2.0,RealEstate,25.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,24.0,ExistingCreditPaid,RadioOrTV,2896.0,100<=X<500,<1,2.0,SingleMale,none,1.0,Car,29.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,6.0,OtherBankCredit,NewCar,4716.0,NoSavings,<1,1.0,SingleMale,none,3.0,RealEstate,44.0,None,Own,2.0,UnskilledResident,2.0,0,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,RadioOrTV,2284.0,<100,4<=X<7,4.0,SingleMale,none,2.0,Car,28.0,None,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,6.0,ExistingCreditPaid,UsedCar,1236.0,500<=X<1000,1<=X<4,2.0,SingleMale,none,4.0,LifeInsurance,50.0,None,Rent,1.0,Skilled,1.0,0,1,yes
0<=X<200,12.0,ExistingCreditPaid,RadioOrTV,1103.0,<100,4<=X<7,4.0,SingleMale,guarantor,3.0,RealEstate,29.0,None,Own,2.0,Skilled,1.0,0,0,yes
NoCheckingAccount,12.0,OtherBankCredit,NewCar,926.0,<100,Unemployed,1.0,DivorcedFemale,none,2.0,LifeInsurance,38.0,None,Own,1.0,UnskilledNonResident,1.0,0,1,yes
NoCheckingAccount,18.0,OtherBankCredit,RadioOrTV,1800.0,<100,1<=X<4,4.0,SingleMale,none,2.0,Car,24.0,None,Own,2.0,Skilled,1.0,0,1,yes
>=200,15.0,ExistingCreditPaid,Education,1905.0,<100,>=7,4.0,SingleMale,none,4.0,Car,40.0,None,Rent,1.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,12.0,ExistingCreditPaid,FurnitureOrEquipment,1123.0,500<=X<1000,1<=X<4,4.0,DivorcedFemale,none,4.0,Car,29.0,None,Rent,1.0,UnskilledResident,1.0,0,1,no
<0,48.0,OtherBankCredit,UsedCar,6331.0,<100,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,46.0,None,ForFree,2.0,Skilled,1.0,1,1,no
>=200,24.0,ExistingCreditPaid,RadioOrTV,1377.0,100<=X<500,>=7,4.0,DivorcedFemale,none,2.0,NoKnownProperty,47.0,None,ForFree,1.0,Skilled,1.0,1,1,yes
0<=X<200,30.0,PreviouslyDelayedPayment,Business,2503.0,100<=X<500,>=7,4.0,SingleMale,none,2.0,LifeInsurance,41.0,Stores,Own,2.0,Skilled,1.0,0,1,yes
0<=X<200,27.0,ExistingCreditPaid,Business,2528.0,<100,<1,4.0,DivorcedFemale,none,1.0,LifeInsurance,32.0,None,Own,1.0,Skilled,2.0,1,1,yes
NoCheckingAccount,15.0,ExistingCreditPaid,NewCar,5324.0,500<=X<1000,>=7,1.0,DivorcedFemale,none,4.0,NoKnownProperty,35.0,None,ForFree,1.0,Skilled,1.0,0,1,yes
0<=X<200,48.0,ExistingCreditPaid,NewCar,6560.0,100<=X<500,4<=X<7,3.0,SingleMale,none,2.0,LifeInsurance,24.0,None,Own,1.0,Skilled,1.0,0,1,no
0<=X<200,12.0,NoCredits,FurnitureOrEquipment,2969.0,<100,<1,4.0,DivorcedFemale,none,3.0,LifeInsurance,25.0,None,Rent,2.0,Skilled,1.0,0,1,no
0<=X<200,9.0,ExistingCreditPaid,RadioOrTV,1206.0,<100,>=7,4.0,DivorcedFemale,none,4.0,RealEstate,25.0,None,Own,1.0,Skilled,1.0,0,1,yes
